MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60.0,3.0,65.0,10237.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6.0,5.0,2005.0,2006.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,728.0,728.0,1.0,0.0,1.0,4.0,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,1.0,1.0,2005.0,0.0,2.0,390.0,4.0,4.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,2006.0,8.0,4.0,161519.0
60.0,3.0,65.0,10237.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,7.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,738.0,738.0,1.0,0.0,1.0,4.0,738.0,754.0,0.0,1492.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,0.0,1.0,2006.0,0.0,2.0,440.0,4.0,4.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,8.0,4.0,165781.0
20.0,3.0,102.0,11660.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,2.0,6.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,0.5,5.0,0.0,5.0,0.0,1326.0,1326.0,1.0,0.0,1.0,4.0,1326.0,0.0,0.0,1326.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,0.0,1.0,2006.0,0.0,2.0,427.0,4.0,4.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,194994.0
60.0,3.0,96.0,11631.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,5.0,8.0,5.0,2004.0,2005.0,1.0,1.0,12.0,13.0,236.0,2.0,4.0,2.0,2.0,3.0,0.5,5.0,0.0,5.0,0.0,1052.0,1052.0,1.0,0.0,1.0,4.0,1052.0,1321.0,0.0,2373.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,6.0,1.0,3.0,2004.0,0.0,3.0,632.0,4.0,4.0,2.0,120.0,46.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,8.0,4.0,190800.0
60.0,3.0,75.0,9073.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,7.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,738.0,738.0,1.0,0.0,1.0,4.0,738.0,754.0,0.0,1492.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,0.0,1.0,2006.0,0.0,2.0,440.0,4.0,4.0,2.0,100.0,32.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,8.0,4.0,168444.0
120.0,3.0,43.0,3087.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,14.0,2.0,4.0,2.0,2.0,3.0,0.5,2.0,453.0,5.0,0.0,767.0,1220.0,1.0,0.0,1.0,4.0,1364.0,0.0,0.0,1364.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,2006.0,0.0,2.0,437.0,4.0,4.0,2.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,8.0,4.0,160221.0
120.0,3.0,69.30579531442663,2938.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,5.0,2002.0,2002.0,1.0,1.0,12.0,13.0,40.0,2.0,4.0,2.0,2.0,3.0,0.5,2.0,1038.0,5.0,0.0,330.0,1368.0,1.0,0.0,1.0,4.0,1511.0,0.0,0.0,1511.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,6.0,1.0,1.0,2002.0,0.0,2.0,398.0,4.0,4.0,2.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,8.0,4.0,165689.0
120.0,3.0,69.30579531442663,3072.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,5.0,2004.0,2004.0,1.0,1.0,12.0,13.0,18.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1059.0,5.0,0.0,306.0,1365.0,1.0,0.0,1.0,4.0,1548.0,0.0,0.0,1548.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,7.0,6.0,1.0,1.0,2004.0,0.0,2.0,388.0,4.0,4.0,2.0,143.0,20.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,8.0,4.0,234973.0
120.0,3.0,43.0,3010.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,5.0,2005.0,2006.0,1.0,1.0,12.0,13.0,14.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,16.0,5.0,0.0,1126.0,1142.0,1.0,0.0,1.0,4.0,1142.0,0.0,0.0,1142.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,6.0,0.0,1.0,2005.0,0.0,2.0,440.0,4.0,4.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,8.0,4.0,209860.0
60.0,3.0,59.0,9171.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,7.0,5.0,2004.0,2005.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,0.5,5.0,0.0,5.0,0.0,848.0,848.0,1.0,0.0,1.0,4.0,848.0,750.0,0.0,1598.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,1.0,2004.0,0.0,2.0,433.0,4.0,4.0,2.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,209400.0
60.0,3.0,69.30579531442663,8658.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6.0,5.0,2000.0,2000.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,0.0,732.0,5.0,0.0,250.0,982.0,1.0,0.0,1.0,4.0,1008.0,881.0,0.0,1889.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,9.0,6.0,1.0,1.0,2000.0,0.0,2.0,431.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,8.0,4.0,171266.0
60.0,3.0,69.30579531442663,12104.0,1.0,0.0,3.0,0.0,3.0,0.0,8.0,2.0,2.0,0.0,5.0,7.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1035.0,1035.0,1.0,2.0,1.0,4.0,1082.0,1240.0,0.0,2322.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,8.0,6.0,0.0,1.0,2006.0,1.0,3.0,617.0,4.0,4.0,2.0,400.0,45.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,8.0,4.0,163335.0
60.0,3.0,84.0,9660.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,8.0,5.0,1998.0,1998.0,1.0,1.0,12.0,13.0,242.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,791.0,5.0,0.0,253.0,1044.0,1.0,0.0,1.0,4.0,1079.0,897.0,0.0,1976.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,1.0,1998.0,0.0,3.0,885.0,4.0,4.0,2.0,210.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,2006.0,8.0,4.0,171474.0
60.0,3.0,83.0,9545.0,1.0,3.0,3.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,5.0,8.0,5.0,2000.0,2000.0,1.0,1.0,12.0,13.0,322.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,505.0,5.0,0.0,655.0,1160.0,1.0,0.0,1.0,4.0,1205.0,1029.0,0.0,2234.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,3.0,2000.0,1.0,3.0,768.0,4.0,4.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,8.0,4.0,162003.0
60.0,3.0,69.30579531442663,9233.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,9.0,5.0,2000.0,2000.0,1.0,1.0,12.0,13.0,408.75,2.0,4.0,2.0,0.5,3.0,0.5,2.0,1182.0,5.0,0.0,358.0,1540.0,1.0,0.0,1.0,4.0,1540.0,1315.0,0.0,2669.75,1.0,0.0,2.0,1.0,4.0,1.0,0.5,9.0,6.0,1.0,1.0,2000.0,1.0,3.0,774.0,4.0,4.0,2.0,247.0,55.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,8.0,4.0,209204.0
60.0,3.0,83.0,10019.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,8.0,5.0,1995.0,1995.0,1.0,1.0,12.0,13.0,397.0,2.0,4.0,2.0,2.0,3.0,3.0,0.0,527.0,5.0,0.0,815.0,1342.0,1.0,0.0,1.0,4.0,1358.0,1368.0,0.0,2669.75,0.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,6.0,1.0,1.0,1995.0,1.0,3.0,725.0,4.0,4.0,2.0,307.0,169.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,8.0,4.0,172245.0
60.0,3.0,105.0,17242.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,9.0,5.0,1993.0,1994.0,1.0,1.0,8.0,8.0,408.75,2.0,4.0,2.0,0.5,3.0,1.0,4.0,292.0,5.0,0.0,48.0,1733.0,1.0,0.0,1.0,4.0,1933.0,1567.0,0.0,2669.75,1.0,0.0,3.0,1.0,4.0,1.0,0.5,10.0,6.0,1.0,1.0,1993.0,1.0,3.0,959.0,4.0,4.0,2.0,420.0,86.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,8.0,4.0,179136.0
60.0,3.0,69.30579531442663,10236.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,8.0,5.0,1994.0,1995.0,1.0,1.0,12.0,13.0,408.75,2.0,4.0,2.0,2.0,3.0,1.0,2.0,380.0,5.0,0.0,742.0,1290.0,1.0,0.0,1.0,4.0,1305.0,1189.0,0.0,2494.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,6.0,1.0,1.0,1994.0,0.0,3.0,803.0,4.0,4.0,2.0,200.0,95.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,8.0,4.0,219605.0
60.0,3.0,69.30579531442663,12585.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,8.0,5.0,1993.0,1993.0,1.0,1.0,6.0,7.0,408.75,2.0,4.0,2.0,2.0,3.0,3.0,3.0,247.0,5.0,0.0,0.0,1286.0,1.0,0.0,1.0,4.0,1565.0,1234.0,0.0,2669.75,1.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,1.0,1.0,1993.0,0.0,3.0,704.0,4.0,4.0,2.0,420.0,136.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,8.0,4.0,224776.0
60.0,3.0,75.0,12447.0,1.0,0.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,5.0,8.0,5.0,2005.0,2006.0,1.0,1.0,5.0,5.0,192.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1100.0,1100.0,1.0,0.0,1.0,4.0,1116.0,848.0,0.0,1964.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,1.0,3.0,2005.0,0.0,2.0,760.0,4.0,4.0,2.0,200.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,8.0,4.0,207561.0
20.0,3.0,49.0,15218.0,1.0,0.0,3.0,0.0,1.0,0.0,21.0,2.0,2.0,0.0,2.0,8.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,102.20131215469613,2.0,4.0,2.0,0.5,3.0,3.0,2.0,1562.0,5.0,0.0,108.0,1670.0,1.0,0.0,1.0,4.0,1670.0,0.0,0.0,1670.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,2006.0,1.0,3.0,928.0,4.0,4.0,2.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,8.0,4.0,197566.0
20.0,3.0,85.0,10936.0,1.0,3.0,3.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,2.0,8.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,60.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1504.0,1504.0,1.0,0.0,1.0,4.0,1504.0,0.0,0.0,1504.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,6.0,0.0,1.0,2006.0,0.0,2.0,510.0,4.0,4.0,2.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,8.0,4.0,201449.0
20.0,3.0,72.0,8640.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,8.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,24.0,5.0,0.0,1254.0,1278.0,1.0,0.0,1.0,4.0,1278.0,0.0,0.0,1278.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,6.0,0.0,1.0,2006.0,1.0,2.0,584.0,4.0,4.0,2.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,8.0,4.0,166423.0
60.0,3.0,100.0,13162.0,1.0,3.0,3.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,5.0,9.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,0.5,3.0,3.0,2.0,1832.5,5.0,0.0,200.0,2036.0,1.0,0.0,1.0,4.0,2036.0,604.0,0.0,2640.0,1.0,0.0,3.0,1.0,3.0,1.0,0.5,10.0,6.0,1.0,1.0,2006.0,1.0,3.0,792.0,4.0,4.0,2.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,8.0,4.0,165091.0
60.0,3.0,65.0,8125.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,5.0,6.0,5.0,2005.0,2005.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,858.0,858.0,1.0,0.0,1.0,4.0,858.0,858.0,0.0,1716.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,0.0,1.0,2005.0,1.0,2.0,615.0,4.0,4.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,2.0,2006.0,8.0,4.0,183041.0
20.0,3.0,74.0,7733.0,1.0,0.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,2.0,6.0,5.0,2005.0,2005.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,24.0,5.0,0.0,1118.0,1142.0,1.0,0.0,1.0,4.0,1142.0,0.0,0.0,1142.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,5.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,8.0,4.0,196243.0
20.0,3.0,91.0,11024.0,1.0,0.0,3.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,2.0,7.0,5.0,2005.0,2006.0,1.0,1.0,12.0,13.0,118.0,2.0,4.0,2.0,2.0,3.0,0.5,5.0,0.0,5.0,0.0,1400.0,1400.0,1.0,0.0,1.0,4.0,1400.0,0.0,0.0,1400.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,0.0,1.0,2005.0,1.0,2.0,612.0,4.0,4.0,2.0,144.0,55.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,8.0,4.0,152089.0
20.0,3.0,63.0,13072.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,2.0,6.0,5.0,2005.0,2006.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1131.0,1131.0,1.0,0.0,1.0,4.0,1131.0,0.0,0.0,1131.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,6.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,8.0,4.0,177988.0
60.0,3.0,65.0,7800.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,7.0,5.0,2005.0,2005.0,1.0,1.0,12.0,13.0,172.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,891.0,891.0,1.0,0.0,1.0,4.0,891.0,795.0,0.0,1686.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,0.0,1.0,2005.0,0.0,2.0,462.0,4.0,4.0,2.0,144.0,101.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,8.0,4.0,182576.0
60.0,3.0,74.0,7632.0,1.0,0.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,7.0,5.0,2005.0,2005.0,1.0,1.0,12.0,13.0,96.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,784.0,784.0,1.0,0.0,1.0,4.0,831.0,754.0,0.0,1585.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,0.0,1.0,2005.0,1.0,2.0,449.0,4.0,4.0,2.0,100.0,77.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,8.0,4.0,182422.0
60.0,3.0,70.0,8304.0,1.0,0.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6.0,5.0,1997.0,1998.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,941.0,941.0,1.0,0.0,1.0,4.0,941.0,896.0,0.0,1837.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,6.0,0.0,1.0,1997.0,1.0,2.0,688.0,4.0,4.0,2.0,150.0,165.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,207222.0
60.0,3.0,70.0,9370.0,1.0,1.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6.0,5.0,1992.0,1993.0,1.0,1.0,6.0,6.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,0.0,758.0,5.0,0.0,78.0,836.0,1.0,0.0,1.0,4.0,844.0,887.0,0.0,1731.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,0.0,1.0,1992.0,1.0,2.0,462.0,4.0,4.0,2.0,307.0,85.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,8.0,4.0,197447.0
120.0,3.0,50.0,7175.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,2.0,6.0,5.0,1990.0,1991.0,1.0,1.0,9.0,10.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,904.0,5.0,0.0,494.0,1398.0,1.0,2.0,1.0,4.0,1398.0,0.0,0.0,1398.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,6.0,0.0,1.0,1990.0,1.0,2.0,542.0,4.0,4.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,181318.0
120.0,3.0,50.0,7175.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,2.0,6.0,5.0,1991.0,1991.0,1.0,1.0,9.0,10.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,278.0,5.0,0.0,939.0,1217.0,1.0,2.0,1.0,4.0,1217.0,0.0,0.0,1217.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,6.0,0.0,1.0,1991.0,1.0,2.0,484.0,4.0,4.0,2.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,8.0,4.0,147047.0
60.0,3.0,69.30579531442663,9019.0,1.0,0.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6.0,5.0,1994.0,1994.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,0.0,274.0,5.0,0.0,362.0,636.0,1.0,0.0,1.0,4.0,636.0,684.0,0.0,1320.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,6.0,6.0,0.0,1.0,1994.0,0.0,2.0,472.0,4.0,4.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,170863.0
20.0,3.0,70.0,9100.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,4.0,1962.0,1962.0,1.0,1.0,13.0,14.0,51.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,36.0,5.0,0.0,952.0,988.0,1.0,0.0,1.0,4.0,988.0,0.0,0.0,988.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,5.0,1977.0,2.0,2.0,624.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,203338.0
90.0,3.0,68.0,8927.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,0.0,6.0,6.0,1977.0,1977.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,29.5,1.0,4.0,1.0,4.0,1286.0,368.0,0.0,1654.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,10.0,6.0,0.0,1.0,1977.0,1.0,2.0,528.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,8.0,4.0,182768.0
20.0,3.0,69.30579531442663,9240.0,1.0,0.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,6.0,1962.0,2002.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,612.0,5.0,0.0,252.0,864.0,1.0,2.0,1.0,4.0,1211.0,0.0,0.0,1211.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,6.0,1.0,5.0,1972.0,2.0,2.0,576.0,4.0,4.0,2.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,8.0,4.0,173708.0
20.0,3.0,69.30579531442663,9308.0,1.0,0.0,3.0,0.0,1.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,5.0,1965.0,1965.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,554.0,5.0,0.0,430.0,984.0,1.0,4.0,1.0,4.0,984.0,0.0,0.0,984.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,0.0,1.0,1965.0,2.0,1.0,310.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,182407.0
20.0,3.0,65.0,8450.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,6.0,1968.0,1968.0,1.0,1.0,9.0,10.0,90.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,162.0,5.0,0.0,450.0,882.0,1.0,4.0,1.0,4.0,909.0,0.0,0.0,909.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,0.0,1.0,1968.0,2.0,1.0,294.0,4.0,4.0,2.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,8.0,4.0,166448.0
20.0,3.0,69.30579531442663,8638.0,1.0,0.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,6.0,1963.0,1963.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,0.0,181.0,5.0,0.0,744.0,925.0,1.0,2.0,1.0,4.0,925.0,0.0,0.0,925.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,5.0,1990.0,2.0,2.0,484.0,4.0,4.0,2.0,203.0,74.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,8.0,4.0,184506.0
20.0,3.0,69.30579531442663,13052.0,1.0,0.0,3.0,0.0,1.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,6.0,1965.0,1965.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,712.0,5.0,0.0,312.0,1024.0,1.0,4.0,1.0,4.0,1024.0,0.0,0.0,1024.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,0.0,1.0,1965.0,2.0,1.0,308.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,8.0,4.0,182561.0
20.0,3.0,69.30579531442663,8020.0,1.0,0.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,6.0,1964.0,1964.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,644.0,5.0,0.0,268.0,912.0,1.0,4.0,1.0,4.0,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,8.0,4.0,174052.0
20.0,3.0,69.30579531442663,8789.0,1.0,0.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,6.0,1967.0,1967.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,659.0,5.0,0.0,253.0,912.0,1.0,4.0,1.0,4.0,941.0,0.0,0.0,941.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,1.0,1.0,1967.0,2.0,1.0,288.0,4.0,4.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,8.0,4.0,150624.0
